,production_companies
552,"                        name     id
0          Columbia Pictures      5
1         Universal Pictures     33
2  Happy Madison Productions   2608
3           Relativity Media   7295
4         Apatow Productions  10105
5                 Madison 23  11708"
553,"                           name     id
0            Universal Pictures     33
1                  Forward Pass    675
2              Relativity Media   7295
3                     FilmWorks   7786
4  MDBF Zweite Filmgesellschaft  12246"
554,"                 name     id
0   Columbia Pictures      5
1  Apatow Productions  10105"
555,"                                     name    id
0  Twentieth Century Fox Film Corporation   306
1          Joseph M. Singer Entertainment  1301
2                     Davis Entertainment  1302"
556,"                               name     id
0  Icon Entertainment International   4564
1                  The Ladd Company   7965
2                 B.H. Finance C.V.  11353"
557,"                                           name     id
0                            Universal Pictures     33
1                       Neal Street Productions   1522
2                       Red Wagon Entertainment  14440
3  Motion Picture KAPPA Produktionsgesellschaft  19934"
558,"                                     name   id
0                            Gracie Films   18
1  Twentieth Century Fox Film Corporation  306"
559,"                        name    id
0  Village Roadshow Pictures    79
1  Castle Rock Entertainment    97
2          NPV Entertainment   172
3      Darkwoods Productions  3982"
560,"                         name     id
0     Epsilon Motion Pictures   1171
1          Franchise Pictures   1403
2  Trackform Film Productions  10107
3        Mel's Cite du Cinema  54502"
561,"                       name     id
0    Pathé Renn Productions    866
1      TF1 Films Production   3823
2                    Canal+   5358
3                     Pathe   7396
4  Two Brothers Productions  19238"
562,"                      name     id
0  Scott Rudin Productions    258
1      Touchstone Pictures   9195
2   Blinding Edge Pictures  12236"
563,"                                     name    id
0  Twentieth Century Fox Film Corporation   306
1          Joseph M. Singer Entertainment  1301
2                     Davis Entertainment  1302"
564,"                            name     id
0  Kennedy/Marshall Company, The   7383
1            Touchstone Pictures   9195
2         Blinding Edge Pictures  12236"
565,"                        name   id
0             DreamWorks SKG   27
1  Pacific Data Images (PDI)  520
2       DreamWorks Animation  521"
566,"                      name  id
0     Walt Disney Pictures   2
1  Pixar Animation Studios   3"
567,"                        name     id
0         Paramount Pictures      4
1    Lakeshore Entertainment    126
2        Touchstone Pictures   9195
3  Interscope Communications  10201"
568,"                 name   id
0   Columbia Pictures    5
1       Original Film  333
2  Revolution Studios  497"
569,"                            name     id
0             Paramount Pictures      4
1             Nickelodeon Movies   2348
2  Nickelodeon Animation Studios   4859
3       United Plankton Pictures   8921
4       Disruption Entertainment  10256
5            Paramount Animation  24955"
570,"                                   name     id
0                   Touchstone Pictures   9195
1  Brian Grazer/Scott Rudin Productions  90663"
571,"                    name    id
0     Universal Pictures    33
1           A Band Apart    59
2  The Weinstein Company   308
3      Zehnte Babelsberg  6817
4      Visiona Romantica  6818"
572,"                   name   id
0  Amblin Entertainment   56
1      TriStar Pictures  559"
573,"                                     name    id
0  Twentieth Century Fox Film Corporation   306
1                          Gordon Company  1073
2                         Silver Pictures  1885"
574,"                            name     id
0                  Original Film    333
1  Columbia Pictures Corporation    441
2               Camelot Pictures  11728
3          Chris Lee Productions  20033
4         Illusion Entertainment  20034"
575,"                        name   id
0         Paramount Pictures    4
1  Cruise-Wagner Productions  349
2                Vinyl Films  485"
576,"                     name     id
0      Legendary Pictures    923
1            Warner Bros.   6194
2  Blinding Edge Pictures  12236"
577,"                                      name     id
0                          Impact Pictures    248
1                        Studio Babelsberg    264
2   Twentieth Century Fox Film Corporation    306
3                      Davis Entertainment   1302
4                          Stillking Films  11345
5                   Brandywine Productions  19747
6                      Lonlink Productions  19828
7                          Kut Productions  19829
8                       Inside Track Films  19834
9            Charenton Productions Limited  19835
10                  Revolution Sun Studios  76043"
578,"                      name     id
0      Regency Enterprises    508
1        Fox 2000 Pictures    711
2  Bagdasarian Productions  10930"
579,"                                            name     id
0               Icon Entertainment International   4564
1                       Wheelhouse Entertainment  53005
2  Motion Picture Production GmbH & Co. Erste KG  53006"
